

EB90	0	1	1	1	0	3ffffff ffffff ffffff ffffff	97	0	120	4	0	6	0	0	4	0	126	0	120	0	0	0	0	0	126	0	6	126	0	0	0	0	0	124	0	0	0	0	124	126	0	0	0	0	0	0	124	124	126	0	0	126	126	126	6	120	0	126	126	124	0	0	0	0	0	120	126	120	126	0	0	0




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	47	44	47	55	54	60	55	62	63	60	62	62	62	63	62	58	54	60	60	40	60	60	59	61	62	59	59	57	64	64	63	62	61	56	60	58	63	65	58	46	59	61	64	60	65	63	58	59	60	68	62	60	61	58	60	58	62	62	62	62	60	56	63	65	1	0




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	17	8	26	16	21	16	23	13	20	13	17	7	17	8	18	15	8	2	46	13	16	5	18	13	18	14	20	6	11	6	16	1	13	2	20	11	15	8	18	2	7	12	9	9	21	3	9	5	10	10	18	235	257	0	65281	65535	65535	65535	25087	32256	32256	32256	31744	31744	31744	30720	0	126




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	97	6	124	0	124	124	0	126	124	126	112	124	126	120	120	0	0	124	0	126	124	126	124	124	120	126	124	0	126	120	124	126	120	112	0	0	124	120	124	124	120	124	124	0	124	112	6	0	124	126	120	124	124	112	0	0	0	124	124	124	126	126	120	0	12	0	0	185




EB90	0	1	1	1	0	3ffffff ffffff ffffff ffffff	47	18	45	42	46	45	54	50	58	48	56	57	60	50	62	52	58	62	60	53	61	55	58	55	53	59	60	57	62	59	58	57	53	57	60	57	60	58	56	55	59	57	61	53	62	64	58	59	61	61	59	59	62	59	59	58	64	55	57	60	63	61	64	59	1	0	0	185




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	17	9	6	1	7	1	4	1	5	1	5	1	4	2	10	1	2	2	9	3	5	1	7	1	6	2	8	1	7	3	6	1	7	2	7	2	3	2	9	1	2	3	3	5	10	1	6	2	6	2	9	2	3	2	7	3	7	1	1	4	1	3	60169	256	1	256	255	255




EB91	0	1	1	1	0	2fd630 780 700 00	120	126	120	124	126	120	112	120	124	120	120	120	124	124	124	124	124	126	120	126	124	120	124	126	120	126	124	112	124	120	126	124	126	112	112	112	120	112	112	124	120	116	120	126	124	126	112	124	112	60276	256	1	256	65535	65535	65535	65535	97	124	102	96	112	102	102	102	112	102	0




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	97	116	102	124	116	124	116	126	112	112	14	124	116	116	116	116	124	124	96	126	124	116	116	96	124	116	112	124	116	112	116	112	126	28	112	112	124	126	112	102	102	116	124	112	116	102	112	126	120	102	102	96	116	96	96	126	60	124	40	116	112	116	102	62	96	0	0	185




EB90	0	1	1	1	0	3ffffff ffffff ffffff ffffff	47	50	53	51	57	56	52	55	55	53	53	53	58	53	61	53	48	53	60	55	55	54	52	53	56	59	54	50	51	55	55	57	55	55	54	51	56	53	57	52	55	55	51	58	51	59	55	53	56	55	54	54	54	55	57	53	56	52	57	54	55	54	55	53	87	1	0	185




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	17	10	8	8	14	16	15	4	17	11	15	13	14	16	19	18	12	12	16	13	14	7	17	15	15	16	17	12	19	13	14	7	18	11	17	17	10	8	18	9	11	17	9	15	19	6	17	12	13	11	13	14	10	13	19	16	17	8	12	14	6	11	13	13	16	0	0	185




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	16	2	9	7	11	3	11	8	9	5	11	9	10	8	8	4	11	4	8	8	10	6	13	11	8	10	35	17	11	8	8	4	9	5	10	9	9	5	12	7	10	9	10	10	11	9	6	10	12	8	6	10	5	12	13	7	10	10	11	5	9	9	10	8	5	0	235	0




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	97	126	116	126	120	112	120	120	112	124	62	116	126	126	112	120	120	124	124	126	112	126	120	120	124	124	126	112	96	28	124	120	126	126	96	120	96	124	112	126	62	126	112	124	120	112	126	112	126	112	120	126	126	124	112	120	126	120	112	120	126	112	126	112	120	0	0	185




EB90	0	1	1	1	0	3ffffff ffffff ffffff ffffff	47	65	62	69	54	62	60	63	63	62	60	59	61	56	63	58	60	52	61	60	59	60	59	59	63	59	60	56	101	62	58	57	60	59	62	55	61	64	53	56	58	59	59	57	58	61	59	59	64	64	55	62	62	60	55	64	59	59	60	61	58	57	47	59	24	0	0	185




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	17	10	27	25	23	26	21	21	19	21	16	21	21	24	22	21	17	22	20	23	16	18	19	22	18	23	19	20	18	22	19	18	19	20	20	22	12	15	20	18	15	23	14	22	21	12	18	14	15	18	16	21	14	16	15	22	19	14	16	19	11	16	21	21	21	0	0	185




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	16	10	8	9	11	10	10	9	9	14	9	12	11	10	12	9	10	11	13	8	13	11	11	12	14	11	12	10	12	12	8	7	11	10	11	15	9	9	10	8	8	10	10	14	12	6	6	9	11	11	13	13	9	15	12	10	9	13	12	8	10	9	28	10	9	0	235	0




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	97	124	112	112	116	102	102	116	112	112	60	96	112	96	112	124	124	112	112	112	112	102	102	126	96	96	112	112	112	116	116	112	112	112	116	126	124	102	96	124	96	96	102	102	96	96	126	96	124	96	116	96	102	60	126	102	126	102	96	96	116	102	96	112	102	0	0	185




EB90	0	1	1	1	0	3ffffff ffffff ffffff ffffff	47	54	50	53	49	54	53	89	57	50	51	54	54	54	55	53	50	52	56	55	53	54	56	49	55	54	70	53	54	51	53	55	55	51	58	54	53	57	52	52	53	51	52	54	54	53	54	53	58	55	52	53	51	52	55	59	58	51	57	56	53	52	54	58	65	0	0	185




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	17	10	18	18	19	17	17	14	18	16	16	15	17	22	55	20	12	18	18	18	15	13	16	18	16	17	18	18	33	19	15	11	18	13	17	19	9	15	20	8	11	21	10	16	19	8	11	11	14	13	16	17	8	16	12	13	16	3	32	26	7	16	17	17	17	0	0	185




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	16	11	14	11	14	11	8	17	12	14	15	12	10	11	11	8	10	12	12	12	11	13	14	11	8	14	19	7	10	17	13	11	11	11	12	12	12	13	12	10	10	12	12	12	10	10	9	14	13	15	8	16	12	12	12	16	12	16	18	11	16	15	10	13	11	0	235	0




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	113	112	126	126	126	126	112	120	120	112	116	120	120	124	126	120	126	112	124	112	120	120	126	124	126	124	126	124	112	124	112	124	112	112	112	126	112	126	124	112	124	112	126	126	124	96	112	96	126	112	124	124	102	56	112	56	124	96	96	60	96	62	46	56	0	0	0	185




EB90	0	1	1	1	0	3ffffff ffffff ffffff ffffff	52	105	48	80	56	70	64	74	61	68	59	71	57	69	60	64	60	65	57	62	61	66	57	61	58	62	62	59	58	61	58	62	57	61	61	60	58	63	57	60	61	61	55	64	68	117	58	55	59	63	53	57	57	55	57	60	55	55	59	56	58	56	55	58	43	0	0	185




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	20	9	61	32	42	29	36	19	34	20	33	19	25	21	32	16	28	17	31	16	27	10	27	13	26	13	29	9	25	10	28	3	28	5	26	10	19	7	26	2	19	10	18	8	30	1	24	5	24	2	25	4	21	5	22	1	27	2	14	6	17	4	30	9	31	0	0	185




EB91	0	1	1	1	0	3ffffff ffffff ffffff ffffff	19	14	40	3	26	3	27	6	30	5	30	18	31	4	26	3	26	4	27	2	26	2	33	4	26	4	24	2	27	3	24	5	26	7	27	6	22	12	18	11	15	13	13	10	18	5	10	8	11	3	14	13	48	21	15	6	10	17	16	9	23	9	26	27	44	0	235	0




